5e-005,1.13082
0.0001,1.13
0.00015,1.13061
0.0002,1.12763
0.00025,1.12118
0.0003,1.11953
0.00035,1.12152
0.0004,1.12068
0.00045,1.12205
0.0005,1.12231
0.00055,1.12187
0.0006,1.12449
0.00065,1.12287
0.0007,1.11979
0.00075,1.11611
0.0008,1.11022
0.00085,1.10743
0.0009,1.10807
0.00095,1.10195
0.001,1.10168
0.00105,1.10098
0.0011,1.1029
0.00115,1.10379
0.0012,1.09892
0.00125,1.09666
0.0013,1.09507
0.00135,1.09288
0.0014,1.08959
0.00145,1.0946
0.0015,1.09439
0.00155,1.09472
0.0016,1.09857
0.00165,1.09809
0.0017,1.09899
0.00175,1.094
0.0018,1.09539
0.00185,1.09701
0.0019,1.0978
0.00195,1.09597
0.002,1.09381
0.00205,1.09761
0.0021,1.09956
0.00215,1.10087
0.0022,1.09927
0.00225,1.10043
0.0023,1.09887
0.00235,1.10012
0.0024,1.09867
0.00245,1.09671
0.0025,1.10115
0.00255,1.10282
0.0026,1.09709
0.00265,1.09724
0.0027,1.10124
0.00275,1.10429
0.0028,1.10566
0.00285,1.10682
0.0029,1.10954
0.00295,1.11123
0.003,1.11199
0.00305,1.11024
0.0031,1.11245
0.00315,1.11213
0.0032,1.11015
0.00325,1.1121
0.0033,1.11122
0.00335,1.11239
0.0034,1.11312
0.00345,1.11291
0.0035,1.11396
0.00355,1.11433
0.0036,1.11572
0.00365,1.11949
0.0037,1.1145
0.00375,1.11476
0.0038,1.11891
0.00385,1.11492
0.0039,1.11122
0.00395,1.11398
0.004,1.11663
0.00405,1.1183
0.0041,1.11947
0.00415,1.11563
0.0042,1.1137
0.00425,1.11337
0.0043,1.11026
0.00435,1.10826
0.0044,1.10823
0.00445,1.10949
0.0045,1.11141
0.00455,1.11557
0.0046,1.11892
0.00465,1.11962
0.0047,1.12208
0.00475,1.12211
0.0048,1.12052
0.00485,1.11631
0.0049,1.11546
0.00495,1.11737
0.005,1.11836
0.00505,1.11839
0.0051,1.1137
0.00515,1.11106
0.0052,1.11178
0.00525,1.11582
0.0053,1.11437
0.00535,1.11567
0.0054,1.11579
0.00545,1.11874
0.0055,1.11634
0.00555,1.1125
0.0056,1.1126
0.00565,1.11062
0.0057,1.1139
0.00575,1.11706
0.0058,1.11813
0.00585,1.1259
0.0059,1.13009
0.00595,1.12799
0.006,1.12561
0.00605,1.124
0.0061,1.12432
0.00615,1.12106
0.0062,1.12295
0.00625,1.12536
0.0063,1.12677
0.00635,1.12783
0.0064,1.12597
0.00645,1.12202
0.0065,1.12655
0.00655,1.12873
0.0066,1.12348
0.00665,1.12533
0.0067,1.12783
0.00675,1.12623
0.0068,1.13003
0.00685,1.12809
0.0069,1.12657
0.00695,1.1264
0.007,1.12495
0.00705,1.12547
0.0071,1.12702
0.00715,1.12399
0.0072,1.12377
0.00725,1.12728
0.0073,1.12557
0.00735,1.12692
0.0074,1.13726
0.00745,1.1387
0.0075,1.13778
0.00755,1.13665
0.0076,1.13014
0.00765,1.13076
0.0077,1.13345
0.00775,1.1276
0.0078,1.12509
0.00785,1.12977
0.0079,1.13418
0.00795,1.13713
0.008,1.1381
0.00805,1.13938
0.0081,1.14566
0.00815,1.14447
0.0082,1.14259
0.00825,1.14123
0.0083,1.13797
0.00835,1.13893
0.0084,1.13533
0.00845,1.13569
0.0085,1.13505
0.00855,1.13977
0.0086,1.13934
0.00865,1.14143
0.0087,1.14009
0.00875,1.13539
0.0088,1.13198
0.00885,1.13471
0.0089,1.13847
0.00895,1.13789
0.009,1.13739
0.00905,1.14622
0.0091,1.14855
0.00915,1.14755
0.0092,1.14535
0.00925,1.14241
0.0093,1.13871
0.00935,1.13858
0.0094,1.1385
0.00945,1.13769
0.0095,1.13812
0.00955,1.13516
0.0096,1.13319
0.00965,1.13294
0.0097,1.13612
0.00975,1.13848
0.0098,1.13977
0.00985,1.13876
0.0099,1.14102
0.00995,1.14561
0.01,1.14634
0.01005,1.1473
0.0101,1.14575
0.01015,1.14736
0.0102,1.15272
0.01025,1.15667
0.0103,1.15603
0.01035,1.15304
0.0104,1.15158
0.01045,1.15451
0.0105,1.15373
0.01055,1.15567
0.0106,1.15803
0.01065,1.15379
0.0107,1.15031
0.01075,1.15124
0.0108,1.14988
0.01085,1.1477
0.0109,1.14462
0.01095,1.14782
0.011,1.15296
0.01105,1.15304
0.0111,1.14837
0.01115,1.14749
0.0112,1.14784
0.01125,1.15353
0.0113,1.15373
0.01135,1.15527
0.0114,1.15682
0.01145,1.15509
0.0115,1.15298
0.01155,1.15232
0.0116,1.14802
0.01165,1.15133
0.0117,1.15162
0.01175,1.15245
0.0118,1.15524
0.01185,1.1576
0.0119,1.15902
0.01195,1.15684
0.012,1.15582
0.01205,1.15562
0.0121,1.15647
0.01215,1.15354
0.0122,1.1533
0.01225,1.15347
0.0123,1.15274
0.01235,1.15037
0.0124,1.14691
0.01245,1.14801
0.0125,1.14974
0.01255,1.15225
0.0126,1.15605
0.01265,1.15614
0.0127,1.15744
0.01275,1.1584
